word,derivation
भास्कर,['`भास्  उपपदपूर्वकात् `कृ करणे  इति धातोः `दिवाविभानिशाप्रभा']
भास्कर,['इति रूपम् ।']
भास्कर,['जङ्घाबाह्वहर्यत्तद्धनुररूष्षु  3 2 21  इति सूत्रेण `टः प्रत्यये `भास्करः']
भास्कर,['भास्कारान्तानन्तादिबहुनान्दिकिंलिपिलिबिबलिभक्तिकर्तृचित्रक्षेत्रसंख्या']
अहस्कर,['`अहस्  उपपद पूर्वकात् `कृ करणे इति धातोः']
अहस्कर,['`दिवाविभानिशाप्रभाभास्कारान्तानन्तादिबहुनान्दिकिंलिपिलिबि']
अहस्कर,['इति सूत्रेण `टः प्रत्यये`अहस्करः इति रूपम् ।']
अहस्कर,['बलिभक्तिकर्तृचित्रक्षेत्रसंख्याजङ्घाबाह्वहर्यत्तद्धनुररूष्षु  3 2 21']
ब्रध्न,['`ब्रधि बन्धे इति धातोः `बन्धर्ब्रधिबुधी च  उं 3 5  इति सूत्रेण `नक्']
ब्रध्न,['प्रत्यये `यस्येति च  6 4 184  इति सूत्रेण `इ कारस्य लोपे `ब्रध्नः इति']
ब्रध्न,['रूपम् ।']
प्रभाकर,['`दिवाविभानिशाप्रभाभास्कारान्तानन्तादिबहुनान्दिकिंलिपिलिबि']
प्रभाकर,['`प्रभा  उपपदपूर्वकात् `कृ करणे इति धातोः']
प्रभाकर,['इति सूत्रेण `टः प्रत्यये `प्रभाकरः इति रूपम् ।']
प्रभाकर,['बलिभक्तिकर्तृचित्रक्षेत्रसंख्याजङ्घाबाह्वहर्यत्तद्धनुररूष्षु  3 2 21']
विभाकर,['`दिवाविभानिशाप्रभाभास्कारान्तानन्तादिबहुनान्दिकिंलिपिलिबि']
विभाकर,['`वि  उपसर्गपूर्वकात् `भा उपपदयोगा `कृ करणे इति धातोः']
विभाकर,['इति सूत्रेण `विभाकरः इति रूपम् ।']
विभाकर,['बलिभक्तिकर्तृचित्रक्षेत्रसंख्याजङ्घाबाह्वहर्यत्तद्धनुररूष्षु  3 2 21']
भास्वत्,['`भास् शब्दात् `तदस्यास्त्यस्मिन्निति  5 2 94 इति सूत्रेण `मतुप्']
भास्वत्,['प्रत्यये `भास्वत् इति रूपम् ।']
विवस्वत्,['`वि उपस्र्गपूर्वकात् `वस् आच्छादने  `इति धातो `क्विप च  3 2 76  इति']
विवस्वत्,['`विवः इति शब्दात् `तदस्यास्त्यास्मिन्निति  5 2 94  इति सूत्रेण `मतुप्']
विवस्वत्,['प्रत्यये `विवस्वत् इति रूपम् ।']
विवस्वत्,['सूत्रेण `क्विप् प्रत्यये च `विवस्वत इति रूपम् ।']
सप्ताश्व,['उपर्युक्तव्युत्पत्तौ `अनेकमन्यपदार्थे  2 2 24  इति सूत्रेण सप्तशब्देन']
सप्ताश्व,['साकं अश्वशब्दस्य बहुब्रीहिसमासेन`सप्ताश्वः इति कपम् ।']
हरिदश्व,['उपर्युक्तव्युत्पत्तौ `अनेकमन्यपदार्थे  2 2 24  इति सूत्रेण हरितशब्देन']
हरिदश्व,['साकं अश्वशब्दस्य बहुब्रीहिसमासेन`हरिदश्वः इति रूपम् ।']
विकर्तन,['`वि  उपसर्गपूर्वकात् `कृती छेदने इति धातोः `कृत्यल्युटो बहुलम्  3 3 113']
विकर्तन,['इति रूपम्']
विकर्तन,['इति सूत्रेण `ल्युट प्रत्यय `युवोरनाको  7 1 1  इति सत्रेण अनादेशे `साव']
विकर्तन,['धातुकार्ध धातुकयोः   7 3 84  इति सूत्रेण `ऋ  कारस्य बृद्धौ `विकर्तनः']
अर्क,['`अर्च पूजायाम् इति धातोः `भावे  3 3 18 इति सूत्रेण `घञ् प्रत्यये `चजोः']
अर्क,['कु घण्ण्यतोः  7 3 52 इति सूत्रेण `च कारस्य कुत्वे `अर्कः इति रूपम् ।']
मिहिर,['`मिह सेचने `इति धातोः `इषिमदिमुदिखिदिच्छिदिभिदिमन्दिचन्दितिमिमिहिमु']
मिहिर,['`मिहिरः  इति रूपम्']
मिहिर,['चिरूधिबन्धशुषिभ्यः किस्च्  301 59  इति सूत्रेण `किरच् प्रत्यये']
अरुण,['`सार्वधातुकर्धधातुकयोः  7 3 84 इति सूत्रेणस `ऋ कारस्य गुणे `अरूणः इति']
अरुण,['रूपम् ।']
अरुण,['`ऋ गतौ इति धातोः अर्तेश्व  उं 3 60 इति सूत्रेण `उनन प्रत्यये `सार्वधातु']
अरुण,['उपर्युक्तव्युत्पत्तौ `अरुण शब्दात् `अर्श आदिभ्योsच्  5 2 127  इति']
अरुण,['कार्धधातुकयोः  7 384  इति सूत्रेण `ऋ  कारस्य गुणे `अरूणः इति रूपम् ।']
अरुण,['सूत्रेण `अच् प्रत्यये `अरूणः इति रूपम्।']
पूषन्,['`पूष पुष्टौ इति धोतोः `पुष वृद्धौ  इति धातोः वा `श्वन्नुक्षन्पूष']
पूषन्,['नलीहन्क्लेदन्स्नेहन्मूर्धन्मज्जन्नर्यमन्विश्वप्सन्परिज्जन्मातरिश्वन्मघ']
पूषन्,['वन्निति  उं 1 159  इति सूत्रेण निपातनात् `पूषा इति रूपम् ।']
द्युमणि,['`द्युमणि इति रूपम् ।']
द्युमणि,['उपर्युक्तव्युत्पत्तौ द्युशब्देन साकं मणिशब्दस्य `उपमितं व्याघ्रदिभिः']
द्युमणि,['सामान्यप्रयेगे  2 1 56  इति सूत्रेण उपमानोत्तरकर्मधास्पसमासेन']
तरणि,[' उं 2 102  `अनिः प्रत्यये `सर्वधातुकार्धधातुकयोः  7 3 84  इति सूत्रेण']
तरणि,['`ऋ कारस्य गुणे `तरणिः इति रूपम् ।']
तरणि,['`तृ प्लवनतरणयोः  इति धतोः इति धातोः `अर्तिमृधृधम्यश्यवितृभ्योsनिः']
मित्र,['`ञिमिदा स्नेहने इति धातोः `अभिचिमिदिशासिभ्यः क्रः  उं 4 164']
मित्र,['इति सूत्रेण `क्रः प्रत्यये `मित्रः इति रूपम् ।']
विरोचन,['`उ कारस्य गुणे `युवोरनाको  7 1 1  इति सूत्रेण अनादेशे `विरोचनः इति रूपम्']
विरोचन,['`वि उपसर्गपूर्वकात् `रूच दीप्तौ इति धातो `अनुदात्ततश्व हलादेः  3 2 149']
विरोचन,['इति सूत्रेण `युच प्रत्यये `सार्व धातुकार्धधातुकयोः  7 3 84 इति सूत्रेण']
ग्रहपति,['उपर्युक्तव्युत्पत्तौ ग्रहशब्देन साकं पतिशब्दस्य  षष्ठी   2 2 8 इति सूत्रेण']
ग्रहपति,['षष्ठीतत्पुरूषसमासे `ग्रहपतिः इति रूपम् ।']
अहर्पति,['`षष्ठीतत्पुरूषसमासे  `न लोपः प्रातिपादिकान्तस्य  8 2 7  इति सूत्रेण नकारस्य']
अहर्पति,['उपर्युक्तव्युत्पत्तौ `अहन् शब्देन साकं पतिशब्दस्य `षष्ठी  2 2 8 इति सूत्रेण']
अहर्पति,['लोपे च `अहर्पतिः इति रूपम्।']
भानु,['`भा दीप्तौ इति धोतोः `दाभाभ्या नुः  उं3 32  इति सूत्रेण `नु कारस्यागमे']
भानु,['`भानुः  इति रूपम् ।']
भानु,['`भा दीप्तौ इति धोतोः `दाभाभ्या नुः  उं3 32  इति सूत्रेण `नु कारस्यागमे']
भानु,['`भानुः  इति रूपम् ।']
हंस,['`हन् हिंसायाम्  `इति धातोः  `वृतृवदिहनिकमिकशिभ्यः सः इति सूत्रेण `सः']
हंस,['प्रत्यये `हंसः  इति रूपम् ।']
तपन,['`तप सन्तापे  । इति धातोः `नन्दिग्रहिपचादिभ्यो ल्युणिन्यचः  3 1 134  इति']
तपन,['इति रूपम् ।']
तपन,['सूत्रेण `ल्युः प्रत्यये `युवोरनाको  7 1 1  इति सूत्रेण अनादेशे च `तपनः']
रवि,['`रविः इति रूपम् ।']
रवि,['`रूशब्दे इति धातोः अथवा रूङ् गतौ इतित धाथोः `अच इः  उं 4 139  इति']
रवि,['कारस्य गुणे `ओंकारे एचोsयवायवः  6 1 78  इति सूत्रेण `ओ कारस्थाने अवादेशे']
रवि,['सूत्रेण `इः प्रत्यये `सार्वधातुकार्धधातुकयोः  7 3 84  इति सूत्रेण `उ']
खद्योत,[' 3 2 134  इति सूत्रेण `उ कारस्य गुणे `खद्योतः इति रूपम् ।']
खद्योत,['`ख उपपदपूर्वकात् `द्युत दीपतौ इति धातोः `नन्दिग्रहिपचादिभ्यो ण्युणिन्यचः']
खद्योत,['`ख उपपदपूर्वकात् `द्युत दीप्तौ इति धातोः `हेतुमति  3 1 26 इति सूत्रेण']
खद्योत,['`णिच प्रत्यये `कर्मण्य  3 2 1  इति सूत्रेण `अण प्रत्यये च `खद्योतः इति']
खद्योत,['रूपम्']
हरि,['`सर्वधातुभ्यः इन्  उं 4 118  इति सूत्रेण `इन् प्रत्यये `हरिः इति रूपम् ।']
हरि,['`हञ् हरणे इति धातोः `अच इः  उं 4 139  इति सूत्रेण अथवा `इः प्रत्यये अथवा']
माठर,[' 7 2 115 इति सूत्रेण आदिवृद्धौ `माठरः इति रूपम् ।']
माठर,['`अचोञिणति  7 2 115 इति सूत्रेण आदिबृद्धो `माठरः इति रूपम् ।']
माठर,['`अण प्रत्यये `माठरः इति रूपम्']
माठर,['`इति शब्दात् `ऋष्यन्धकवृष्णिकुरूभ्यश्व  4 1 114  इति सूत्रेण अपत्यार्थ']
माठर,['`मठ निवास इति धातोः `उणादयो बहुलम्  3 3 1 इति सूत्रेण `अरच प्रत्यये']
माठर,['`मन् ज्ञाने `इति धातोः `जनेररष्ठश्व  उं 5 39  इति सूत्रेण `अर  प्रत्यये']
माठर,['`वाचिमनिभ्यां चिच्च  उं 5 39  इति सूत्रेण `ठ कारस्यान्तादेशे `अचो ञिणति']
दण्ड,['`दण्ड निपातने इति धातोः `अर्श आदिभ्योsच्  5 2 127  इति सूत्रेण `अच्']
दण्ड,['प्रत्यये `दण्डः  इति रूपम् ।']
सूरसूत,['उपर्यकतव्युत्पत्तौ सूरशब्देन साकं सूतशब्दस्य `षष्ठी   2 2 8  इति सूत्रेण']
सूरसूत,['षष्ठीतत्पुरूषसमासे `सूरसूतः इति रूपम् ।']
अनूरु,['अस्यां ब्युत्पत्तो `नञोsस्ध्यर्थानां वाच्यो वा चोत्तरपदलोपः  वा.1361']
अनूरु,['इति सूत्रेण नञ् बहुब्रीहिसमासे `अनूरूः इति रूपम् ।']
काश्यपि,['`कश्यप शब्दात् `बाह्वादिभ्यश्व  4 1 96  इति सूत्रेण `इञ  प्रत्यये']
काश्यपि,['`तद्धितेष्वचामादेः  7 2 117 इति सूत्रेण आदिवृद्धौ `काश्यपिः इति रूपम्।']
गरुडाग्रज,['गरूडशब्देन साकं अग्रजशब्दस्य `षष्ठी  2 2 8  इति सूत्रेण षष्ठीतत्पुरूष']
गरुडाग्रज,['समासे `गरूडाग्रजः  इति रूपम् ।']
परिवेष,['`घञ् प्रत्यये `परिवेषः इति रूपम्']
परिवेष,['`परि उपसर्गपूर्वकात् `विष्लु व्याप्तौ  इति धातोः `भावे  3 3 18  इति सूत्रेण']
परिधि,[' 3 3 92 इति सूत्रिण `किः प्रत्यये `परिधिः इति रूपम् ।']
परिधि,['`परि उपसर्गपूर्वकात् `डुधाञ धारणपोषणयोः इति धातोः `उपसर्गे धोः किः']
उपसूर्यक,['उपगतं सूर्यमिति विग्रहवाक्ये `कुगतिप्रादनयः  2 2 18 इति सूत्रेण']
उपसूर्यक,['उपसूर्यमिति रूपं पुनः `संज्ञायां च  5 3 97 इति सूत्रेण स्वार्थे `कन्']
उपसूर्यक,['प्रत्यये उपसूर्यकमिति रूपं सिह्यति ।']
किरण,['`कृ बिक्षेपे इति धातोः `कृपृवृजिमन्दिनिघाञः कयुः  उं 2 81  इति']
किरण,['अनादेवो ।']
किरण,['सूत्रेण `कयुः प्रत्यये `युवोरनाकौ  7 1 1  इति सूत्रेण उकारस्थाने']
उस्र,['`वचिस्वपियज्ञादीनां किति  6 1 15 इति सूत्रेण संप्रसारणे `उस्रः इति']
उस्र,['`वस निवासे इति धातो `स्फायितञ्चि  उं 2.13  इति सूत्रेण `रक् प्रत्यये']
उस्र,['रूपम् ।']
मयूख,['`माङ माने  इति धातोः `माङ ऊखो मय च  इति रूपम् ।']
अंशु,['`अंश विभाजने  इति धातोः `मृगरवादयश्च   उ.1 39  इति सूत्रेण `कुः']
अंशु,['प्रत्यये `अंशुः  इति रूपम् ।']
गभस्ति,['`गः  उपपदपूर्वकात् `भस भर्त्सनदीदीप्तौ  इति धातोः `क्तिच्क्तौ च संज्ञायाम्   3 3 174']
गभस्ति,['इति सूत्रेण `क्तिच्  प्रत्यये `गभस्तिः  इति रूपम् ।']
घृणि,[' उ.4 52  इति सूत्रेण `नि  प्रत्यये गुणाभावे निपातनाच्च `घुणिः  इति रूपम् ।']
घृणि,['`घृ  क्षरणदीप्तौ तथा घृ सेचने  इति धातोः `घृणिपृश्निपार्ष्णिचूर्णिभूर्णि']
कर,['`कॄ विक्षेपे  इति धातोः `ऋदोरप्   3 3 57  इति सूत्रेण `अप्']
कर,['गुणे `करः  इति रूपम् ।']
कर,['प्रत्यये `सार्वधातुकार्धधातुकयोः   7 3 84  इति सूत्रेण `ऋ  कारस्य']
मरीचि,['`ईचिः  प्रत्यये `सार्वधातुकार्धधातुकयोः   7 3 84  इति सूत्रेण `ऋ  कारस्य']
मरीचि,['`मृङ् प्राणत्यागे  इति धातोः `मृकणिभ्यामिचिः   उ.4 70  इति सूत्रेण']
मरीचि,['गुणे `मरीचिः  इति रूपम् ।']
दीधिति,['`दीधीङ् दीप्तदेवनयोः  इति सूत्रेण `क्तिच्क्तौ च संज्ञायाम्   3 3 174']
दीधिति,['इकरालोपे `दीधितिः  इति रूपम् ।']
दीधिति,['इति सूत्रेण `क्तिच्  प्रत्यये `यीवर्णयोर्देधीवेव्योः   7 4 53  इति सूत्रेण']
प्रभा,['`प्र  उपसर्गपूर्वकात् `भा दीप्तौ  इति धातोः `आतश्चोपसर्गे   3 1 136  इति']
प्रभा,['सूत्रेण `कः  प्रत्यये `प्रभा  इति रूपम् ।']
रुच्,['`रुच दीप्तौ  इति धातोः `अन्येभ्यो।़पि दृश्यते   3 2 178  इति सूत्रेण `क्विप']
रुच्,['प्रत्यये `रुक्  इति रूपम् ।']
रुचि,[' उ.4 120  इति सूत्रेण `रुचिः  इति रूपम् ।']
रुचि,['`रुच दीप्तौ शोभायामभिष्वङ्गाबिलाषयोः च  इति धातोः `इगुपधात्किन्']
त्विष्,['`त्विष दीप्तौ  इति धातोः ` `अन्येभ्यो।़पि दृश्यते   3 2 178  इति']
त्विष्,['सूत्रेण `क्विप् प्रत्यये  त्विष्  इति रूपम् ।']
भा,['`डः  प्रत्यये `अजाद्यतष्टाप्  4 1 4  इति सूत्रेण `टाप्  प्रत्यये `भा  इति']
भा,['`भा दीप्तौ  इति धातोः `अन्येष्वपि दृश्यते   3 2 101  इति सूत्रेण']
भा,['रूपम् ।']
भास्,['`भास् दीप्तौ  इति धातोः । भ्राजभासधृर्विद्युतोर्जितृजृग्रावस्तुवः']
भास्,['क्विप्   3 2 177  इति सूत्रेण `क्विप्  प्रत्यये `भाः  इति रूपम् ।']
दीप्ति,['`दीप्तिः  इति रूपम् ।']
दीप्ति,['दीपौ दीप्तौ  इति धातोः `स्त्रियां क्तिन्  इति सूत्रेण `क्तिन्  प्रत्यये']
प्रकाश,['`करणे   3 3 19  इति सूत्रेण `घञ्  प्रत्यये `प्रकाशः  इति रूपम् ।']
प्रकाश,['`प्र  उपसर्गपूर्वकात् `काशृ दीप्तौ  इति धातो `भावे   3 3 18  अथवा']
आतप,[' 3 1 134  इति सूत्रेण `अच्  प्रत्यये `आतपः  इति रूपम् ।']
आतप,['`आ  उपसर्गपूर्वकात् `तप सन्तपे  इति धातोः `नन्दिग्राहिपचादिभ्यो ल्युणिन्यचः']
कोष्ण,['`ईषत्  शब्देन साकं `उष्णशब्दस्य `विशेषणं विशेष्येण बहुलम्   2 1 57']
कोष्ण,['इति रूपम् ।']
कोष्ण,['इति सूत्रेण कर्मधारयसमासे `ईषदर्थे च   6 3 105  इति सूत्रेण गादेशे `कोष्णम्']
कवोष्ण,['`ईषत्  शब्देन साकं उष्णशब्दस्य `विशेषणं विशेष्येण बहुलम्   2 1 57']
कवोष्ण,['`कवोष्णम्  इति रूपम् ।']
कवोष्ण,['इति सूत्रेण कर्मधारयसमासे `कवं चोष्णे   6 3 107  इति सूत्रेण कवादेशे']
कदुष्ण,['इति सूत्रेण कदादेशे `कदुष्णम्  इति रूपम् ।']
कदुष्ण,['ईषत्  शब्देन साकं उष्णशब्दस्य `विशेषणं विशेष्येण बहुलम्   2 1 58']
मन्दोष्ण,['इति सूत्रेण कर्मधारयसमासे `मन्दोष्णम्  इति रूपम् ।']
मन्दोष्ण,['मन्दशब्देन साकं उष्णशब्दस्य `तत्पुरुषः समानाधिकरणः कर्मधारयः   1 2 42']
तिग्म,['`तिज निशाने  इति धातोः `युजिरुचितिजां कुश्च   उ.1 146  इति सूत्रेण']
तिग्म,['`मक्  प्रत्यये कुत्वे च `तिग्मम्  इति रूपम् ।']
तीक्ष्ण,['`तिज निशाने  इति धातोः `तिजेर्दीर्घश्च   उ.3 18  इति सूत्रेण `स्रक्']
तीक्ष्ण,['प्रत्यये `तीक्ष्णम्  इति रूपम् ।']
खर,['`ख  उपपदपूर्वकात् `रा दाने  इति धातोः `आतो।़नुपसर्गे कः   3 2 3  इति']
खर,['सूत्रेण `कः  प्रत्यये `खरः  इति रूपम् ।']
मृगतृष्णा,['प्रत्यये `मृगतृष्णा  इति रूपम् ।']
मृगतृष्णा,['मृगाणां तृष्णा अस्यामस्तीति व्युत्पत्तौ `अनेकमन्यपदार्थे   2 2 24  इति']
मृगतृष्णा,['सूत्रेण बहुव्रीहिसमासे `अर्श आदिभ्यो।़च्   5 2 127  इति सूत्रेण `अच्']
मरीचिका,['`मृगतृष्णा  इति रूपम् ।']
मरीचिका,['`मृङ् मरणे  इति धातोः `मृकीणभ्यामीचिः   उ.4 70  इति सूत्रेण `ईचिः']
मरीचिका,['प्रतिकृतौ   5 3 96  इति सूत्रेण `कन्  प्रत्यये स्त्रियां टाप् प्रत्यये च']
मरीचिका,['प्रत्यये `सार्वधातुकार्धधातुकयोः   7 3 84  इति सूत्रेण `ऋ  कारस्य गुणे `इवे']
दिष्ट,['`दिश् अतिसर्जने  इति धातोः `क्लिच्क्तै च संज्ञायाम्   3 3 174  इति']
दिष्ट,['सूत्रेण `क्तः  प्रत्यये `दिष्टः  इति रूपम् ।']
अनेहस्,['`तस्मान्नुडचिः   6 3 74  इति सूत्रेण `नुट्  प्रत्यये च `अनेहस्  इति रूपम् ।']
अनेहस्,['`हन् हिंसागत्योः  इति धातोः `नञि हन एह च   उ.4 224  इति सूत्रेण असुन्']
अनेहस्,['प्रत्यये तथा एहादेशे `ऋदुशनम्पुरुदंसो।़नेहसां   7 1 94  इति सूत्रेण `अनङ्  प्रत्यये']
समय,[' 3 1 134  इति सूत्रेण `अच्  प्रत्यये `सार्वधातुकार्धधातुकयोः   7 3 84']
समय,['इति सूत्रेण इकारस्य गुणे एकारे पुनः `एचो।़यवायवः   6 1 78  इति सूत्रेण']
समय,['एकारस्थाने अयादेशे `समयः  इति रूपम् ।']
समय,['सम् उपसर्गपूर्वकात इण् गतौ इति धातोः `नन्दिग्राहिपचादिभ्यो।़ल्युंणिन्यचः']
पक्षति,['दित्येके  इति वार्तिकेण ङीषि प्रत्यये `पक्षतिः  इति रूपम् ।']
पक्षति,['पक्षशब्दात् `पक्षातिः   5 2 25  इति सूत्रेण `तिः  प्रत्यये `सर्वतो।़क्तिन्नर्था']
प्रतिपद्,[' वा.3 3 94  क्विप् प्रत्यये `प्रतिपत्  इति रूपम् ।']
प्रतिपद्,['`प्रति  उपसर्गपूर्वकात् `पद्गतौ  इति धातोः `सम्पदादिभ्यः क्विप्']
तिथि,['`तनु विस्तारे  इति धातोः `श्रः करन्   उ.4 2  इति सूत्रेण `इथिन्']
तिथि,['प्रत्यये `तिथिः  इति रूपम् ।']
घस्र,['इति सूत्रेण `रक्  प्रत्यये `घस्र  इति रूपम् ।']
घस्र,['घस्लृ अदने  इति धातोः `रपरसृपिसृजिस्पृशिस्पृहिसवनादीनाम्   उ.2 13']
दिन,['`दिनम्  इति रूपम् ।']
दिन,['`दीङ् क्षये  इति धातोः `फेनमीनौ   उ.3 2  इति सूत्रेण `नक्  प्रत्यये']
दिन,['`दो अवखण्डने  इति धातोः `अजेरज च   उ.2 49  इति सूत्रेण `किनन्']
दिन,['प्रत्यये `दिनम्  इति रूपम्प ।']
अहस्,['`ओहाक् त्यागे  इति धातोः `नञि जहातेः  उ.1 164  इति सूत्रेण `कनिन्']
अहस्,['प्रत्यये `रो।़सुपि   8 2 69  इति सूत्रेण `न  कारस्थाने रेफादेशे तथा रेफस्य']
अहस्,['विसर्गत्व `अहः  इति रूपम् ।']
दिवस,['`दिवु क्रीडादौ  इति धातोः `दिवादिभ्यः किति   उ.3 121  इति सूत्रेण']
दिवस,['`सच्  प्रत्यये `दिवसः  इति रूपम् ।']
वासर,['`वस निवासे  इति धातो `अर्तिकमिभ्रमिचमिदेविवासिर्भ्याश्चत्   उ.3 132']
वासर,['`वासरः   इति रूपम् ।']
वासर,['इति सूत्रेण `ऊर  प्रत्यये `अचोञ्णिति   7 2 115  इति सूत्रेण आदिवृद्धौ']
अहर्मुख,['अह्नशब्देन साकं मुखशब्दस्य `षष्ठी   2 2 8  इति सूत्रेण षष्ठीतत्पुरुष']
अहर्मुख,['समासे अहर्मुखः इति रूपम् ।']
कल्य,['`कल गतिसंख्याचोष्ठासु  इति धातो `अनध्यादयश्च   उ.4 112  इति सूत्रेण']
कल्य,['`यक्  प्रत्यये `कल्यः  इति रूपम् ।']
प्रत्युषस्,['`प्रति  उपसर्गपूर्वकात् `उष दाहे  इति धातोः `उषः किच्च   उ.4 234']
प्रत्युषस्,['इति सूत्रेण `असिः  प्रत्यये `प्रत्युषस्  इति रूपम् ।']
प्रभात,[' 3 4 71  इति सूत्रेण `क्तः  प्रत्यये `प्रभातः  इति रूपम् ।']
प्रभात,['`प्र  उपसर्गपूर्वकात् `भा दीप्तौ  इति धातोः `आदिकर्मणि क्तः कर्तरि च']
दिनान्त,['`दिनान्त  इति रूपम् ।']
दिनान्त,['दिन शब्देन साकं अन्तशब्दस्य `षष्ठी   2 2 8  इति शूत्रेण षष्ठीतत्पुरुषसमासे']
साय,[' 3 1 141  इति सूत्रेण `णः  प्रत्यये `सायः  इति रूपम् ।']
साय,['`षो।़न्तकर्मणि  इति धातोः `शाद्\u200cव्यधास्र्संस्र्\u200cवतीणवसावहृलहश्लिषश्वसश्च']
सन्ध्या,['`सम् उपसर्गपूर्वकात् ध्यै चिन्तायाम्  इति धातोः `आतश्चोपसर्गे   3 3 106']
सन्ध्या,['इति सूत्रेण `अङ्  प्रत्यये स्त्रियां टाप् प्रत्यये च `सन्ध्या  इति रूपम् ।']
पितृप्रसू,[' 3 2 76  इति सूत्रेण `क्विप्  प्रत्यये `पितृप्रसू  इति रूपम् ।']
पितृप्रसू,['`पितृ  उपपदपूर्वककात् `षूङ् प्राणिगर्भाविमोचने  इति धातोः `क्विप् च']
शर्वरी,['`शृ हिंसायाम्  इति धातोः `कृशृगृवृञ्चतिभ्यः ष्वरच्   उ.2 121  इति सूत्रेण']
शर्वरी,['`ष्वरच्  प्रत्यये `षिद्गौरादिभ्यश्च   4 1 41  इति सूत्रेण `ङीष्  प्रत्यये `शर्वरी']
शर्वरी,['इति रूपम् ।']
निशा,['`नि  उपसर्गपूर्वकात् शोततनुकरणे इति धातोः `आतश्रोपसर्गे   3 1 136  इति']
निशा,['सूत्रेण `कः  प्रत्यये स्त्रियां टाप् प्रत्यये च `निशा  इति रूपम् ।']
निशीथिनी,['`निशीथ  शब्दात् `अतो इनिठनौ   5 2 115  इति शूत्रेण `इनि  प्रत्यये']
निशीथिनी,['`निशीथिनी  इति रूपम् ।']
रात्रि,['`रा दाने  इति धातोः `राशादिभ्यां त्रिप्   उ.4 67  इति सूत्रेण `त्रिप्']
रात्रि,['प्रत्यये `रात्रिः  इति रूपम् ।']
त्रियामा,['`त्रि  शब्देन साकं याम शब्दस्य `अनेकमन्यपदार्थे   2 2 24  इति सूत्रेण']
त्रियामा,['बहुव्रीहिसमासे `त्रियामा  इति रूपम् ।']
क्षणदा,['इति सूत्रेण `कः  प्रत्यये `क्षणदा  इति रूपम् ।']
क्षणदा,['क्षण उपपदपूर्वकात् `डुदाञ्  दाने इति धातोः `आतो।़नुपसर्गे कः   3 2 3']
क्षपा,['`क्षप् प्रेरणे  इति धातोः `नन्दिग्राहिपचादिभ्यो ल्यणिन्यचः   3 2 134']
क्षपा,['इति सूत्रेण `अच्  प्रत्यये ततः स्त्रियां टाप् प्रत्यये च `क्षपा  इति रूपम् ।']
विभावरी,[' 3 2 74  इति सूत्रेण `क्वनिप्  प्रत्यये `वनो रच   4 1 7  इति सूत्रेण']
विभावरी,['`न  स्थाने `र  कारादेशे तथा `ङीब्  प्रत्यये च विभावरी इति रूपम् ।']
विभावरी,['`वि  उपसर्गपूर्वकात् `भा दीप्तौ  इति धातोः `आतोमनिन्कवनिब्वनिपश्च']
तमस्विनी,['`तमस्  शब्दात् `अस्मायामेघास्रजो विनिः   5 2 121  इति सूत्रेण `विनिः']
तमस्विनी,['प्रत्यये स्त्रियां `ङीप्  प्रत्यये च `तमस्विनी  इति रूपम् ।']
रजनी,['`रञ्ज् रागे  इति धातोः `क्षिपेः किच्च   उ.2 107  इति सूत्रेण चकारादिनिः']
रजनी,['प्रत्यये स्त्रियां ङीष् प्रत्यये कित्वान्न लोपे च `रजनी  इति रूपम् ।']
यामिनी,['`याम  शब्दात् `निन्दायामिनिः   5 2 115  इति सूत्रेण `इनिः  प्रत्यये']
यामिनी,['स्त्रियां `ङीष्  प्रत्यये च `यामिनि  इति रूपम् ।']
तमी,['`इन्  प्रत्यये `कृदिकारादक्तिनः   ग.4 1 41  इति सूत्रेण ङीष् प्रत्यये']
तमी,['`तमी  इति रूपम् ।']
तमी,['`तमु ग्लोनौ  इति धातोः `सर्वधातुभ्यः इन्   उ. 4 118  इति सूत्रेण']
तमिस्रा,['`तम  उपपदपूर्वकात् `अस् स्थितौ  इति धातोः `ज्योस्नातमिस्राश्रङ्गि']
तमिस्रा,['इति रूपम् ।']
तमिस्रा,['णोर्जस्विन्नूर्जस्वलगोमिन्मलिनमलीमसाः   5 2 114  इति सूत्रेण निपातनेन `तमिस्रा']
ज्यौत्स्नी,['`अण्  प्रत्यये `तद्धितेष्वचामादेः   7 2 117  इति सूत्रेण आदिवृद्धौ स्त्रियां']
ज्यौत्स्नी,['`ङीष्  प्रत्यये `ज्यौत्स्नी  इति रूपम् ।']
ज्यौत्स्नी,['`ज्योत्स्ना  उपपदपूर्वकात् `प्राग्वदण्   वा.5 2 106  इति सूत्रेवार्तिके']
पक्षिणी,['`ऋन्नेभ्यो ङीप्  इति सूत्रेण `ङीप्  प्रत्यये च `पक्षिणी  इति रूपम् ।']
पक्षिणी,['`पक्ष  शब्दात् अत इनिठनौ  5 2 115  इति सूत्रेण `इनिः  प्रत्यये']
गणरात्र,['`गण  शब्दस्य संख्यात्वे इति रूपम् ।']
गणरात्र,['`गण  शब्देन साकं रात्रिशब्दस्य `बहुगणवतुडतिसंख्या   1 1 23  इति सूत्रेण']
प्रदोष,['`दोषा  शब्देन साकं `प्रारम्भ  शब्दस्य `कुगतिप्रादयः   2 2 18  इति']
प्रदोष,['`प्रदोषः  इति रूपम् ।']
